district_id,dem_votes,rep_votes,other_votes,total_votes,dem_pct,rep_pct,margin,winner_party
MN-08,141950,159364,12897,314211,47.11,52.89,-5.780000000000001,R
MO-01,219781,45867,8727,274375,82.73,17.27,65.46000000000001,D
MO-02,177611,192477,5978,376066,47.99,52.01,-4.019999999999996,R
MO-03,106589,211243,6776,324608,33.54,66.46,-32.919999999999995,R
MO-04,95968,190138,7210,293316,33.54,66.46,-32.919999999999995,R
MO-05,175019,101069,7697,283785,63.39,36.61,26.78,D
MO-06,97660,199796,7953,305409,32.83,67.17,-34.34,R
MO-07,89190,196343,10922,296455,31.24,68.76,-37.52000000000001,R
MO-08,66151,194042,4206,264399,25.42,74.58,-49.16,R
MS-01,76601,158245,1675,236521,32.62,67.38,-34.76,R
MS-02,158921,0,62458,221379,100.0,0.0,100.0,D
MS-03,94461,160284,2526,257271,37.08,62.92,-25.840000000000003,R
MS-04,68787,152633,2312,223732,31.07,68.93,-37.86000000000001,R
MT-01,233284,256661,14476,504421,47.61,52.39,-4.780000000000001,R
NC-01,190457,82218,0,272675,69.85,30.15,39.699999999999996,D
NC-02,151977,170072,9655,331704,47.19,52.81,-5.6200000000000045,R
NC-03,0,187901,0,187901,0.0,100.0,-100.0,R
NC-04,247067,82052,12284,341403,75.07,24.93,50.13999999999999,D
NC-05,120468,159917,0,280385,42.97,57.03,-14.060000000000002,R
NC-06,123651,160709,0,284360,43.48,56.52,-13.040000000000006,R
NC-07,120838,156809,4665,282312,43.52,56.48,-12.959999999999994,R
NC-08,114119,141402,0,255521,44.66,55.34,-10.680000000000007,R
NC-09,138341,139246,5130,282717,49.84,50.16,-0.3199999999999932,R
NC-10,113259,164969,0,278228,40.71,59.29,-18.58,R
NC-11,116508,178012,6146,300666,39.56,60.44,-20.879999999999995,R
NC-12,203974,75164,0,279138,73.07,26.93,46.13999999999999,D
NC-13,130402,147570,8344,286316,46.91,53.09,-6.180000000000007,R
ND-01,114377,193568,13587,321532,37.14,62.86,-25.72,R
NE-01,93069,141712,0,234781,39.64,60.36,-20.72,R
NE-02,121770,126715,0,248485,49.0,51.0,-2.0,R
NE-03,49654,163650,0,213304,23.28,76.72,-53.44,R
NH-01,155884,130996,4159,291039,54.34,45.66,8.680000000000007,D
NH-02,155358,117990,6357,279705,56.84,43.16,13.680000000000007,D
NJ-01,169628,87617,6173,263418,65.94,34.06,31.879999999999995,D
NJ-02,136685,116866,4812,258363,53.91,46.09,7.819999999999993,D
NJ-03,153473,149500,3902,306875,50.66,49.34,1.3199999999999932,D
NJ-04,126766,163065,4517,294348,43.74,56.26,-12.519999999999996,R
NJ-05,169546,128255,4022,301823,56.93,43.07,13.86,D
NJ-06,140752,80443,0,221195,63.63,36.37,27.260000000000005,D
NJ-07,166985,150785,4972,322742,52.55,47.45,5.099999999999994,D
NJ-08,119881,28725,4849,153455,80.67,19.33,61.34,D
NJ-09,140832,57854,1730,200416,70.88,29.12,41.75999999999999,D
NJ-10,175253,20191,4715,200159,89.67,10.33,79.34,D
NJ-11,183684,136322,3568,323574,57.4,42.6,14.799999999999997,D
NJ-12,173334,79041,0,252375,68.68,31.32,37.36000000000001,D
NM-01,147336,90507,11319,249162,61.95,38.05,23.900000000000006,D
NM-02,101489,97767,0,199256,50.93,49.07,1.8599999999999994,D
NM-03,155201,76427,13265,244893,67.0,33.0,34.0,D
NV-01,100707,46978,4516,152201,68.19,31.81,36.379999999999995,D
NV-02,120102,167435,0,287537,41.77,58.23,-16.459999999999994,R
NV-03,148501,122566,15101,286168,54.78,45.22,9.560000000000002,D
NV-04,121962,102748,10158,234868,54.28,45.72,8.560000000000002,D
NY-01,124213,121562,24278,270053,50.54,49.46,1.0799999999999983,D
NY-02,108803,112565,19849,241217,49.15,50.85,-1.7000000000000028,R
NY-03,149937,98716,18409,267062,60.3,39.7,20.599999999999994,D
NY-04,156728,90306,13172,260206,63.44,36.56,26.879999999999995,D
NY-05,160500,0,971,161471,100.0,0.0,100.0,D
NY-06,104293,0,19128,123421,100.0,0.0,100.0,D
NY-07,134125,0,23177,157302,100.0,0.0,100.0,D
NY-08,170850,0,20717,191567,100.0,0.0,100.0,D
NY-09,167269,18702,17452,203423,89.94,10.06,79.88,D
NY-10,162131,33692,15135,210958,82.79,17.21,65.58000000000001,D
NY-11,96850,80440,14883,192173,54.63,45.37,9.260000000000005,D
NY-12,205858,30446,15573,251877,87.12,12.88,74.24000000000001,D
NY-13,171341,9535,9812,190688,94.73,5.27,89.46000000000001,D
NY-14,110318,19202,11684,141204,85.17,14.83,70.34,D
NY-15,122007,4566,3178,129751,96.39,3.61,92.78,D
NY-16,172815,0,10541,183356,100.0,0.0,100.0,D
NY-17,159923,0,33918,193841,100.0,0.0,100.0,D
NY-18,126368,96345,28977,251690,56.74,43.26,13.480000000000004,D
NY-19,135582,112304,40100,287986,54.7,45.3,9.400000000000006,D
NY-20,161330,89058,15626,266014,64.43,35.57,28.860000000000007,D
NY-21,93394,116433,25440,235267,44.51,55.49,-10.980000000000004,R
NY-22,116001,110125,25086,251212,51.3,48.7,2.5999999999999943,D
NY-23,100914,114722,24738,240374,46.8,53.2,-6.400000000000006,R
NY-24,115902,113538,31037,260477,50.52,49.48,1.0400000000000063,D
NY-25,147979,91342,30799,270120,61.83,38.17,23.659999999999997,D
NY-26,156968,61488,12207,230663,71.85,28.15,43.699999999999996,D
NY-27,128167,114506,42627,285300,52.81,47.19,5.6200000000000045,D
OH-01,141118,154409,5344,300871,47.75,52.25,-4.5,R
OH-02,119333,166714,3614,289661,41.72,58.28,-16.560000000000002,R
OH-03,181575,65040,62,246677,73.63,26.37,47.25999999999999,D
OH-04,89412,167993,0,257405,34.74,65.26,-30.520000000000003,R
OH-05,99655,176569,7393,283617,36.08,63.92,-27.840000000000003,R
OH-06,76716,172774,0,249490,30.75,69.25,-38.5,R
OH-07,107536,153117,0,260653,41.26,58.74,-17.480000000000004,R
OH-08,87281,173852,0,261133,33.42,66.58,-33.16,R
OH-09,157219,74670,48,231937,67.8,32.2,35.599999999999994,D
OH-10,118785,157554,5387,281726,42.99,57.01,-14.019999999999996,R
OH-11,206138,44486,36,250660,82.25,17.75,64.5,D
OH-12,161251,175677,4719,341647,47.86,52.14,-4.280000000000001,R
OH-13,153323,98047,0,251370,60.99,39.01,21.980000000000004,D
OH-14,137549,169809,0,307358,44.75,55.25,-10.5,R
OH-15,116112,170593,5738,292443,40.5,59.5,-19.0,R
OH-16,129681,170029,0,299710,43.27,56.73,-13.459999999999994,R
OK-01,103042,150129,0,253171,40.7,59.3,-18.599999999999994,R
OK-02,65021,140451,10530,216002,31.64,68.36,-36.72,R
OK-03,61152,172913,0,234065,26.13,73.87,-47.74000000000001,R
OK-04,78088,149227,9323,236638,34.35,65.65,-31.300000000000004,R
OK-05,121149,117811,0,238960,50.7,49.3,1.4000000000000057,D
OR-01,231198,116446,15605,363249,66.5,33.5,33.0,D
OR-02,145298,207597,15814,368709,41.17,58.83,-17.659999999999997,R
OR-03,279019,76187,29120,384326,78.55,21.45,57.099999999999994,D
OR-04,208710,152414,11769,372893,57.79,42.21,15.579999999999998,D
OR-05,197187,149887,11395,358469,56.81,43.19,13.620000000000005,D
PA-01,160745,169053,0,329798,48.74,51.26,-2.519999999999996,R
PA-02,159600,42382,0,201982,79.02,20.98,58.03999999999999,D
PA-03,287610,20387,0,307997,93.38,6.62,86.75999999999999,D
PA-04,211524,121467,0,332991,63.52,36.48,27.040000000000006,D
PA-05,198639,106075,0,304714,65.19,34.81,30.379999999999995,D
PA-06,177704,124124,0,301828,58.88,41.12,17.760000000000005,D
PA-07,140813,114437,8011,263261,55.17,44.83,10.340000000000003,D
PA-08,135603,112563,0,248166,54.64,45.36,9.280000000000001,D
PA-09,100204,148723,0,248927,40.25,59.75,-19.5,R
PA-10,141668,149365,0,291033,48.68,51.32,-2.6400000000000006,R
PA-11,113876,163708,0,277584,41.02,58.98,-17.959999999999994,R
PA-12,82825,161047,0,243872,33.96,66.04,-32.080000000000005,R
PA-13,74733,178533,0,253266,29.51,70.49,-40.97999999999999,R
PA-14,110051,151386,0,261437,42.09,57.91,-15.819999999999993,R
PA-15,78327,165245,0,243572,32.16,67.84,-35.68000000000001,R
PA-16,124109,135348,2939,262396,47.83,52.17,-4.340000000000003,R
PA-17,183162,142417,0,325579,56.26,43.74,12.519999999999996,D
PA-18,231472,0,0,231472,100.0,0.0,100.0,D
RI-01,116099,57567,417,174083,66.85,33.15,33.699999999999996,D
RI-02,126476,72271,450,199197,63.64,36.36,27.28,D
SC-01,145455,141473,505,287433,50.69,49.31,1.3799999999999955,D
SC-02,109199,144642,3298,257139,43.02,56.98,-13.959999999999994,R
SC-03,70046,153338,2820,226204,31.36,68.64,-37.28,R
SC-04,89182,145321,9447,243950,38.03,61.97,-23.939999999999998,R
SC-05,103129,141757,3693,248579,42.11,57.89,-15.780000000000001,R
SC-06,144765,58282,3386,206433,71.3,28.7,42.599999999999994,D
SC-07,96564,142681,309,239554,40.36,59.64,-19.28,R
SD-01,120816,202446,12209,335471,37.37,62.63,-25.260000000000005,R
TN-01,47138,172835,4309,224282,21.43,78.57,-57.13999999999999,R
TN-02,86668,172856,2610,262134,33.39,66.61,-33.22,R
TN-03,84731,156512,4522,245765,35.12,64.88,-29.759999999999998,R
TN-04,78065,147323,7063,232451,34.64,65.36,-30.72,R
TN-05,177923,84317,8,262248,67.85,32.15,35.699999999999996,D
TN-06,70370,172810,5560,248740,28.94,71.06,-42.120000000000005,R
TN-07,81661,170071,2652,254384,32.44,67.56,-35.120000000000005,R
TN-08,74755,168030,5560,248345,30.79,69.21,-38.419999999999995,R
TN-09,145139,34901,1436,181476,80.61,19.39,61.22,D
TX-01,61263,168165,3292,232720,26.7,73.3,-46.599999999999994,R
TX-02,119992,139188,4212,263392,46.3,53.7,-7.400000000000006,R
TX-03,138234,169520,4757,312511,44.92,55.08,-10.159999999999997,R
TX-04,57400,188667,3178,249245,23.33,76.67,-53.34,R
TX-05,78666,130617,224,209507,37.59,62.41,-24.819999999999993,R
TX-06,116350,135961,3731,256042,46.11,53.89,-7.780000000000001,R
TX-07,127959,115642,0,243601,52.53,47.47,5.060000000000002,D
TX-08,67930,200619,4621,273170,25.3,74.7,-49.400000000000006,R
TX-09,136256,0,16745,153001,100.0,0.0,100.0,D
TX-10,144034,157166,6627,307827,47.82,52.18,-4.359999999999999,R
TX-11,40631,176603,3143,220377,18.7,81.3,-62.599999999999994,R
TX-12,90994,172557,4940,268491,34.53,65.47,-30.939999999999998,R
TX-13,35083,169027,3175,207285,17.19,82.81,-65.62,R
TX-14,92212,138942,3374,234528,39.89,60.11,-20.22,R
TX-15,98333,63862,2607,164802,60.63,39.37,21.260000000000005,D
TX-16,124437,49127,8190,181754,71.7,28.3,43.400000000000006,D
TX-17,98070,134841,4440,237351,42.11,57.89,-15.780000000000001,R
TX-18,138704,38368,7260,184332,78.33,21.67,56.66,D
TX-19,50039,151946,0,201985,24.77,75.23,-50.46000000000001,R
TX-20,139038,0,32925,171963,100.0,0.0,100.0,D
TX-21,168421,177654,7542,353617,48.67,51.33,-2.6599999999999966,R
TX-22,138153,152750,6502,297405,47.49,52.51,-5.019999999999996,R
TX-23,102359,103285,4425,210069,49.77,50.23,-0.45999999999999375,R
TX-24,125231,133317,4870,263418,48.44,51.56,-3.1200000000000045,R
TX-25,136385,163023,5145,304553,45.55,54.45,-8.900000000000006,R
TX-26,121938,185551,5016,312505,39.66,60.34,-20.680000000000007,R
TX-27,75929,125118,6374,207421,37.77,62.23,-24.459999999999994,R
TX-28,117494,0,21732,139226,100.0,0.0,100.0,D
TX-29,88188,28098,1208,117494,75.84,24.16,51.68000000000001,D
TX-30,166784,0,16390,183174,100.0,0.0,100.0,D
TX-31,136362,144680,4965,286007,48.52,51.48,-2.9599999999999937,R
TX-32,144067,126101,5452,275620,53.32,46.68,6.640000000000001,D
TX-33,90805,26120,2299,119224,77.66,22.34,55.31999999999999,D
TX-34,85825,57243,0,143068,59.99,40.01,19.980000000000004,D
TX-35,138278,50553,5236,194067,73.23,26.77,46.46000000000001,D
TX-36,60908,161048,0,221956,27.44,72.56,-45.120000000000005,R
UT-01,63308,156692,34333,254333,28.78,71.22,-42.44,R
UT-02,105051,151489,13504,270044,40.95,59.05,-18.099999999999994,R
UT-03,70686,174856,13316,258858,28.79,71.21,-42.419999999999995,R
UT-04,134964,134270,37,269271,50.13,49.87,0.2600000000000051,D
VA-01,148464,183250,387,332101,44.76,55.24,-10.480000000000004,R
VA-02,139571,133458,371,273400,51.12,48.88,2.239999999999995,D
VA-03,198615,0,19107,217722,100.0,0.0,100.0,D
VA-04,187642,107706,4506,299854,63.53,36.47,27.060000000000002,D
VA-05,145040,165339,547,310926,46.73,53.27,-6.540000000000006,R
VA-06,113133,167957,287,281377,40.25,59.75,-19.5,R
VA-07,176079,169295,4429,349803,50.98,49.02,1.9599999999999937,D
VA-08,247137,76899,712,324748,76.27,23.73,52.53999999999999,D
VA-09,85833,160933,214,246980,34.78,65.22,-30.439999999999998,R
VA-10,206356,160841,598,367795,56.2,43.8,12.400000000000006,D
VA-11,219191,83023,6036,308250,72.53,27.47,45.06,D
VT-01,188547,70705,13199,272451,72.73,27.27,45.46000000000001,D
WA-01,197209,135534,0,332743,59.27,40.73,18.540000000000006,D
WA-02,210187,0,84646,294833,100.0,0.0,100.0,D
WA-03,145407,161819,0,307226,47.33,52.67,-5.340000000000003,R
WA-04,83785,141551,0,225336,37.18,62.82,-25.64,R
WA-05,144925,175422,0,320347,45.24,54.76,-9.519999999999996,R
WA-06,206409,116677,0,323086,63.89,36.11,27.78,D
WA-07,329800,64881,0,394681,83.56,16.44,67.12,D
WA-08,164089,148968,0,313057,52.42,47.58,4.840000000000003,D
WA-09,240567,0,0,240567,100.0,0.0,100.0,D
WA-10,166215,103860,0,270075,61.54,38.46,23.08,D
WI-01,137508,177492,10317,325317,43.65,56.35,-12.700000000000003,R
WI-02,309116,0,8179,317295,100.0,0.0,100.0,D
WI-03,187888,126980,121,314989,59.67,40.33,19.340000000000003,D
WI-04,206487,59091,7509,273087,77.75,22.25,55.5,D
WI-05,138385,225619,284,364288,38.02,61.98,-23.959999999999994,R
WI-06,144536,180311,218,325065,44.49,55.51,-11.019999999999996,R
WI-07,124307,194061,4472,322840,39.05,60.95,-21.900000000000006,R
WI-08,119265,209410,99,328774,36.29,63.71,-27.42,R
WV-01,70217,127997,0,198214,35.42,64.58,-29.159999999999997,R
WV-02,88011,110504,6277,204792,44.33,55.67,-11.340000000000003,R
WV-03,76340,98645,0,174985,43.63,56.37,-12.739999999999995,R
WY-01,59903,127963,13379,201245,31.89,68.11,-36.22,R
